Open,Close,High,Low,Volume,Date
90.74,89.83,93.5,89.3,,09/21/22
92.15,90.62,93.05,89.8,,09/20/22
91.43,92,92.57,88.5,,09/19/22
90.51,91.35,92.66,90.25,,09/16/22
94.65,90.84,94.66,90.03,,09/15/22
93.4,94.1,95.8,91.93,,09/14/22
94.31,93.17,95.53,91.05,,09/13/22
92.54,94,95.17,91.21,,09/12/22
88.62,92.84,93.12,88.6,,09/09/22
87.7,89.15,89.83,87.24,,09/08/22
92.81,88,93.8,87.4,,09/07/22
95.19,92.83,95.94,92.3,,09/06/22
92.66,93.02,95.32,92.65,,09/02/22
95.18,92.36,95.68,91.81,,09/01/22
99.79,96.49,100.46,95.44,,08/31/22
104.9,99.31,105.45,97.55,,08/30/22
100.67,105.09,105.48,100.16,,08/29/22
99.83,100.99,101.21,98.1,,08/26/22
101.73,99.34,102.47,99.12,,08/25/22
100.19,101.22,101.9,99.1,,08/24/22
96.78,100.22,100.45,96.53,,08/23/22
95.95,96.48,97.28,92.36,,08/22/22
96.68,96.72,97.88,94.25,,08/19/22
93.29,96.59,97.42,93.05,,08/18/22
92.67,93.65,94.48,91.51,,08/17/22
94.01,92.34,95.95,91.71,,08/16/22
97.72,95.1,98.17,92.78,,08/15/22
99.33,98.15,100.38,96.94,,08/12/22
97.04,99.6,100.17,96.63,,08/11/22
96.34,97.4,97.97,93.63,,08/10/22
96.36,96.31,98.4,94.9,,08/09/22
94.51,96.65,96.82,93.01,,08/08/22
93.65,94.92,96.4,92.78,,08/05/22
97.1,94.12,97.66,93.2,,08/04/22
99.73,96.78,102.41,96.5,,08/03/22
99.87,100.54,102.41,98.49,,08/02/22
103.92,100.03,104.43,99.09,,08/01/22
108,103.97,110.67,106.9,,07/29/22
107.31,107.14,109.06,106,,07/28/22
104.75,106.62,107.86,103.73,,07/27/22
104.73,104.4,107.34,103.99,,07/26/22
103.85,105.15,105.38,101.64,,07/25/22
103.86,103.2,105.72,101.9,,07/22/22
106.49,103.86,106.78,101.5,,07/21/22
107.07,106.92,107.45,105.08,,07/20/22
105.74,107.35,107.61,103.6,,07/19/22
100.82,106.27,106.48,99.46,,07/18/22
99.91,101.16,102.64,98.17,,07/15/22
99.43,99.1,100.39,94.5,,07/14/22
98.5,99.57,101.21,98.28,,07/13/22
106.25,99.49,106.56,98.9,,07/12/22
107,107.1,107.7,103.64,,07/11/22
104.65,107.02,107.47,103.67,,07/08/22
100.14,104.65,106.35,98.5,,07/07/22
104.88,100.69,105.85,98.5,,07/06/22
113.54,102.77,114.75,101.1,,07/05/22
111.65,113.5,114,110.4,,07/04/22
109.49,111.63,112.45,108.03,,07/01/22
116.01,114.81,116.67,114.22,,06/30/22
117.96,116.26,120.41,115.2,,06/29/22
115.74,117.98,118.27,115.72,,06/28/22
112.92,115.09,116.08,111.26,,06/27/22
110.04,113.12,114,109.24,,06/24/22
109.58,110.05,112.7,108.04,,06/23/22
114.4,111.74,114.45,107.03,,06/22/22
114.21,114.65,116.25,114.02,,06/21/22
113.88,114.13,114.5,111.52,,06/20/22
119.13,113.12,121.25,111.72,,06/17/22
119.65,119.81,120.29,115.56,,06/16/22
120.79,118.51,121.88,117.75,,06/15/22
121.88,121.17,125.19,118.91,,06/14/22
121.94,122.27,123.7,118.93,,06/13/22
122.89,122.01,124.33,119.81,,06/10/22
123.6,123.07,124.34,122.5,,06/09/22
120.65,123.58,124.4,120.45,,06/08/22
119.94,120.57,121.37,118.55,,06/07/22
121.55,119.51,121.95,118.77,,06/06/22
118.22,119.72,121.45,116.02,,06/03/22
115.02,117.61,118.46,112.45,,06/02/22
116.08,116.29,118.57,115.4,,06/01/22
122.2,122.84,125.28,121.6,,05/31/22
119.28,121.67,122.01,118.98,,05/30/22
117.52,119.43,119.72,116.63,,05/27/22
114.35,117.4,118,113.85,,05/26/22
114.12,114.03,115.3,113.01,,05/25/22
112.79,113.56,114.63,111.7,,05/24/22
112.85,113.42,114.34,111.86,,05/23/22
111.45,112.55,114.34,111.97,,05/20/22
108.22,112.04,112.31,105.7,,05/19/22
112.91,109.11,114.15,108.35,,05/18/22
114.42,111.93,115.69,111.09,,05/17/22
111.67,114.24,114.79,108.84,,05/16/22
108.25,111.55,111.69,107.79,,05/13/22
107.67,107.45,108.71,104.69,,05/12/22
101.51,107.51,108.29,101.3,,05/11/22
105.5,102.46,106.96,101.54,,05/10/22
112.94,105.94,113.2,105,,05/09/22
111.27,112.39,113.5,109.87,,05/06/22
110.55,110.9,114,109.2,,05/05/22
105.91,110.14,111,105.46,,05/04/22
107.61,104.97,108.32,104.62,,05/03/22
106.3,107.58,108.46,103.1,,05/02/22
107.55,107.14,110.3,107,,04/29/22
104.96,107.59,108,103.29,,04/28/22
105.45,105.32,106.33,103.27,,04/27/22
102.53,104.99,106.2,101.08,,04/26/22
105.49,102.32,105.85,99.48,,04/25/22
108.26,106.65,108.76,105.54,,04/22/22
107.07,108.33,109.8,106.76,,04/21/22
108.1,106.8,109,104.65,,04/20/22
112.85,107.25,114.21,106.74,,04/19/22
112.32,113.16,114.84,110.71,,04/18/22
108.29,111.7,112.39,106.63,,04/14/22
105.44,108.78,109,104.06,,04/13/22
99.35,104.64,105.6,98.9,,04/12/22
103.21,98.48,103.3,97.57,,04/11/22
101.42,102.78,103.3,99.65,,04/08/22
101.78,100.58,103.59,98.41,,04/07/22
105.7,101.07,108.67,100.54,,04/06/22
108.51,106.64,109.9,104.53,,04/05/22
104.08,107.53,108.68,102.89,,04/04/22
105.25,104.39,106.24,102.35,,04/01/22
112.81,107.91,112.94,106.5,,03/31/22
112,113.45,114.8,110.74,,03/30/22
110.1,110.23,114.83,104.84,,03/29/22
119.9,112.48,119.9,109.06,,03/28/22
118.88,120.65,120.92,115.16,,03/25/22
121.56,119.03,123.74,116.93,,03/24/22
114.7,121.6,122.34,114.45,,03/23/22
117.04,115.48,119.48,112.64,,03/22/22
107.5,115.62,116.8,107.06,,03/21/22
106.8,107.93,109.59,105.78,,03/18/22
98.61,106.64,107.5,97.75,,03/17/22
99.14,98.02,103.7,96.93,,03/16/22
105.34,99.91,105.71,97.44,,03/15/22
113.15,106.9,113.15,103.49,,03/14/22
110.26,112.67,113.91,107.13,,03/11/22
112.65,109.33,118.36,109,,03/10/22
130.28,111.14,131.64,105.6,,03/09/22
124.56,127.98,133.15,121.31,,03/08/22
122.79,123.21,139.13,119.04,,03/07/22
114.23,118.11,118.98,109.62,,03/04/22
115.27,110.46,119.84,109.4,,03/03/22
107.34,112.93,115.11,106.83,,03/02/22
98.43,104.97,107.67,98.3,,03/01/22
101.98,100.99,105.07,99.64,,02/28/22
100.69,97.93,101.99,96,,02/25/22
98.08,99.08,105.79,97.56,,02/24/22
96.65,96.84,98.71,95.81,,02/23/22
96.55,96.84,99.5,95.8,,02/22/22
94.29,95.39,97.4,92.57,,02/21/22
92.73,93.54,94.15,90.12,,02/18/22
92.2,92.97,94.5,92.14,,02/17/22
93.49,94.81,96.07,91.11,,02/16/22
95.81,93.28,96.26,92.06,,02/15/22
95.2,96.48,96.78,93.44,,02/14/22
91.17,94.44,95.66,90.51,,02/11/22
91.75,91.41,93.1,90.88,,02/10/22
91.08,91.55,92.09,90.05,,02/09/22
92.63,90.78,92.93,89.93,,02/08/22
92.75,92.69,94,92.13,,02/07/22
91.3,93.27,93.7,91.2,,02/04/22
89.07,91.11,91.3,88.02,,02/03/22
89.48,89.47,90.52,88.28,,02/02/22
89.62,89.16,89.96,87.72,,02/01/22
90.8,91.21,91.48,90.61,,01/31/22
89.98,90.03,91.7,89.41,,01/28/22
89.7,89.34,91.04,89,,01/27/22
87.95,89.96,90.47,87.79,,01/26/22
86.76,88.2,88.37,86.2,,01/25/22
87.93,86.27,88.9,85.04,,01/24/22
86.75,87.89,88.23,85.71,,01/21/22
87.89,88.38,89.5,87.05,,01/20/22
88.65,88.44,89.17,87.61,,01/19/22
86.47,87.51,88.66,86.44,,01/18/22
86.15,86.48,86.71,85.54,,01/17/22
84.12,86.06,86.5,83.99,,01/14/22
84.87,84.47,85.1,83.79,,01/13/22
83.78,84.67,85.21,83.52,,01/12/22
81.08,83.72,83.98,80.89,,01/11/22
81.76,80.87,82.3,80.5,,01/10/22
82,81.75,83,81.42,,01/07/22
80.22,81.99,82.83,79.61,,01/06/22
80.07,80.8,81.5,79.51,,01/05/22
78.91,80,80.55,78.62,,01/04/22
78.11,78.98,79.28,77.04,,01/03/22
78.81,77.78,79.68,77.55,,12/31/21
79.19,79.32,79.66,78.5,,12/30/21
79.28,79.23,80.17,78.13,,12/29/21
78.67,78.94,79.85,78.48,,12/28/21
76.32,78.6,79.08,75.75,,12/27/21
76.72,76.14,76.79,75.75,,12/24/21
75.47,76.85,77,74.78,,12/23/21
74.05,75.29,75.67,73.62,,12/22/21
71.88,73.98,74.27,71.24,,12/21/21
72.82,71.52,72.87,69.28,,12/20/21
74.5,73.52,74.98,72.65,,12/17/21
74.47,75.02,75.61,74,,12/16/21
73.25,73.88,74.58,72.5,,12/15/21
74.42,73.7,75.16,72.57,,12/14/21
75.37,74.39,76.39,74.2,,12/13/21
73.99,75.15,75.71,73.8,,12/10/21
75.94,74.42,76.7,73.84,,12/09/21
75.44,75.82,76.37,74.38,,12/08/21
73.6,75.44,76.27,73.2,,12/07/21
70.24,73.08,73.8,70.24,,12/06/21
70.22,69.88,72.62,69.24,,12/03/21
69.72,69.67,70.7,65.72,,12/02/21
69.8,68.87,72.87,68.14,,12/01/21
74.42,70.57,74.56,70.22,,11/30/21
73.88,73.44,77.02,72.41,,11/29/21
81.65,72.72,81.66,72.14,,11/26/21
82.24,82.22,82.58,81.7,,11/25/21
81.88,82.25,83,81.74,,11/24/21
79.51,82.31,82.6,78.55,,11/23/21
78.58,79.7,80.07,77.58,,11/22/21
81,78.89,82.24,78.05,,11/19/21
80.1,81.24,81.41,79.28,,11/18/21
82.05,80.28,82.22,79.78,,11/17/21
82,82.43,83.14,81.52,,11/16/21
81.92,82.05,82.49,80.67,,11/15/21
82.83,82.17,82.87,81.26,,11/12/21
82.85,82.87,83.44,81.66,,11/11/21
84.99,82.64,85.5,82.08,,11/10/21
83.47,84.78,85.3,83.16,,11/09/21
82.58,83.43,84,82.53,,11/08/21
81.25,82.74,83.16,80.26,,11/05/21
81.58,80.54,84.49,80.2,,11/04/21
84.07,81.99,84.2,81.1,,11/03/21
84.45,84.72,85.23,83.76,,11/02/21
83.63,84.71,85.12,83.03,,11/01/21
84.33,83.72,84.83,83.79,,10/29/21
84.21,84.32,84.59,82.32,,10/28/21
86.07,84.58,86.28,84.05,,10/27/21
86.03,86.4,86.5,85.27,,10/26/21
85.65,85.99,86.7,85.43,,10/25/21
84.52,85.53,85.93,83.82,,10/22/21
85.9,84.61,86.1,83.36,,10/21/21
85.19,85.82,85.89,83.61,,10/20/21
84.21,85.08,85.4,83.7,,10/19/21
84.95,84.33,86.04,83.95,,10/18/21
84.3,84.86,85.1,84.16,,10/15/21
83.45,84,84.5,83.18,,10/14/21
83.1,83.18,83.69,82.2,,10/13/21
83.49,83.42,84.23,82.72,,10/12/21
82.65,83.65,84.6,82.54,,10/11/21
82.38,82.39,83.43,81.96,,10/08/21
80.98,81.95,82.5,79.08,,10/07/21
82.57,81.08,83.47,80.6,,10/06/21
81.27,82.56,83.13,81.19,,10/05/21
79.49,81.26,82,78.75,,10/04/21
78.49,79.28,79.41,77.55,,10/01/21
78.46,78.52,79.11,77.6,,09/30/21
78.25,78.64,79.4,77.5,,09/29/21
79.4,79.09,80.75,78.1,,09/28/21
78.25,79.53,79.9,78.21,,09/27/21
77.26,78.09,78.24,76.85,,09/24/21
75.9,77.25,77.35,75.6,,09/23/21
74.56,76.19,76.26,74.49,,09/22/21
74.33,74.36,75.18,73.26,,09/21/21
75.33,73.92,75.4,73.52,,09/20/21
75.68,75.34,75.78,74.58,,09/17/21
75.46,75.67,75.87,74.48,,09/16/21
73.92,75.46,76.13,73.78,,09/15/21
73.62,73.6,74.28,73.08,,09/14/21
72.88,73.51,73.92,72.69,,09/13/21
71.37,72.92,73.15,70.94,,09/10/21
72.61,71.45,73.2,70.88,,09/09/21
71.64,72.6,72.95,71.55,,09/08/21
72.29,71.69,72.81,71.1,,09/07/21
72.57,72.22,72.78,71.51,,09/06/21
72.86,72.61,73.69,72.4,,09/03/21
71.31,73.03,73.47,70.92,,09/02/21
71.68,71.59,72.38,70.42,,09/01/21
73.14,72.99,73.52,72.62,,08/31/21
71.53,72.7,72.76,71.17,,08/27/21
71.94,71.07,72.13,70.66,,08/26/21
71,72.25,72.42,70.5,,08/25/21
68.66,71.05,71.27,68.53,,08/24/21
64.97,68.75,68.9,64.6,,08/23/21
66.54,65.18,66.93,64.94,,08/20/21
67.57,66.45,67.64,65.57,,08/19/21
68.96,68.23,70.04,67.23,,08/18/21
69.77,69.03,70,68.82,,08/17/21
70.05,69.51,70.45,68.14,,08/16/21
71.12,70.59,71.38,70,,08/13/21
71.57,71.31,71.9,70.67,,08/12/21
70.83,71.44,71.72,69.07,,08/11/21
69.35,70.63,71.24,68.94,,08/10/21
70.26,69.04,70.26,67.6,,08/09/21
71.2,70.7,72.43,70.28,,08/06/21
70.27,71.29,71.5,69.75,,08/05/21
72.33,70.38,72.83,70.11,,08/04/21
73.08,72.41,73.55,71.05,,08/03/21
75.39,72.89,75.39,72.31,,08/02/21
75.81,75.41,76.38,75.38,,07/30/21
74.76,76.05,76.15,74.63,,07/29/21
74.77,74.74,75.32,74.42,,07/28/21
74.67,74.48,75.05,74.02,,07/27/21
74.12,74.5,74.84,72.75,,07/26/21
73.56,74.1,74.22,73.32,,07/23/21
72.24,73.79,73.9,71.74,,07/22/21
68.92,72.23,72.38,68.63,,07/21/21
68.99,69.35,69.73,67.44,,07/20/21
72.86,68.62,73.34,67.75,,07/19/21
73.18,73.59,74.09,72.34,,07/16/21
74.5,73.47,74.59,73.19,,07/15/21
76.28,74.76,76.72,73.79,,07/14/21
75.25,76.49,76.6,74.93,,07/13/21
75.79,75.16,75.84,74.23,,07/12/21
74.39,75.55,75.8,73.8,,07/09/21
73.35,74.12,74.4,72.11,,07/08/21
74.69,73.43,75.99,72.6,,07/07/21
77.06,74.53,77.84,74.13,,07/06/21
76.23,77.16,77.26,75.7,,07/05/21
75.64,76.17,76.43,75.21,,07/02/21
74.69,75.84,76.74,74.55,,07/01/21
75.18,75.13,75.6,74.39,,06/30/21
74.67,74.76,75.51,73.9,,06/29/21
75.99,74.68,76.6,74.51,,06/28/21
75.54,76.18,76.21,74.95,,06/25/21
75.3,75.56,75.78,74.51,,06/24/21
74.75,75.19,76.02,74.7,,06/23/21
74.88,74.81,75.3,74.32,,06/22/21
73.33,74.9,74.95,72.98,,06/21/21
73,73.51,73.76,72.18,,06/18/21
73.8,73.08,74.5,72.01,,06/17/21
74.26,74.39,74.96,73.86,,06/16/21
73.03,73.99,74.33,72.79,,06/15/21
72.7,72.86,73.64,72.59,,06/14/21
72.41,72.69,73.09,71.88,,06/11/21
72.03,72.52,72.93,70.95,,06/10/21
72.17,72.22,72.87,71.82,,06/09/21
71.42,72.22,72.42,70.71,,06/08/21
71.82,71.49,72.27,71.1,,06/07/21
71.25,71.89,72.17,70.73,,06/04/21
71.27,71.31,71.99,70.66,,06/03/21
70.55,71.35,71.48,70.35,,06/02/21
69.39,70.25,71.34,69.29,,06/01/21
68.98,69.46,69.82,68.75,,05/31/21
69.69,69.63,69.92,69.26,,05/28/21
68.78,69.46,69.51,68.11,,05/27/21
68.55,68.87,69.17,68.02,,05/26/21
68.47,68.65,68.9,67.83,,05/25/21
66.72,68.46,68.64,66.46,,05/24/21
65.22,66.44,66.94,64.57,,05/21/21
66.63,65.11,67.17,64.8,,05/20/21
68.41,66.66,68.46,65.3,,05/19/21
69.61,68.71,70.24,67.28,,05/18/21
68.92,69.46,69.62,68.18,,05/17/21
67,68.71,68.89,66.5,,05/14/21
68.88,67.05,69.04,66.48,,05/13/21
68.78,69.32,69.9,68.18,,05/12/21
68.29,68.55,68.75,67.13,,05/11/21
68.74,68.32,69.2,67.41,,05/10/21
68.26,68.28,68.65,67.39,,05/07/21
68.47,68.09,69.37,67.93,,05/06/21
69.35,68.96,69.95,68.35,,05/05/21
67.75,68.88,69.5,67.37,,05/04/21
66.7,67.56,67.82,66.1,,05/03/21
68.33,66.76,68.4,67.06,,04/30/21
67.18,68.56,68.95,67.13,,04/29/21
66.58,67.27,67.85,66.13,,04/28/21
65.76,66.42,66.8,65.66,,04/27/21
66.1,65.65,66.26,64.57,,04/26/21
65.8,66.11,66.3,65.16,,04/23/21
65.13,65.4,65.83,64.58,,04/22/21
66.22,65.32,66.52,64.96,,04/21/21
67.2,66.57,68.08,65.51,,04/20/21
66.7,67.05,67.23,66.17,,04/19/21
66.86,66.77,67.38,66.44,,04/16/21
66.38,66.94,67.03,65.95,,04/15/21
64.01,66.58,66.9,63.88,,04/14/21
63.24,63.67,64.19,63.18,,04/13/21
63.03,63.28,64.31,62.41,,04/12/21
63.28,62.95,63.49,62.57,,04/09/21
63.02,63.2,63.43,62.38,,04/08/21
62.6,63.16,63.55,61.6,,04/07/21
62.32,62.74,64.28,62.08,,04/06/21
64.57,62.15,64.81,61.25,,04/05/21
63.12,64.86,65.17,62.38,,04/01/21
64.13,63.54,64.79,63.53,,03/31/21
65.2,64.14,65.41,63.52,,03/30/21
64.58,64.98,65.46,63.13,,03/29/21
62.01,64.57,64.89,61.85,,03/26/21
63.99,61.95,64.19,60.98,,03/25/21
60.5,64.41,64.57,60.47,,03/24/21
64.3,60.79,64.3,60.27,,03/23/21
64.53,64.62,65.12,63.45,,03/22/21
62.99,64.53,64.95,62.07,,03/19/21
67.77,63.28,68.15,61.45,,03/18/21
68.39,68,68.89,66.96,,03/17/21
68.81,68.39,68.94,67.36,,03/16/21
69.08,68.88,70.03,67.82,,03/15/21
69.59,69.22,69.9,69.03,,03/12/21
68.45,69.63,69.84,67.99,,03/11/21
67.46,67.9,68.42,66.5,,03/10/21
68.13,67.52,69.33,67.12,,03/09/21
69.97,68.24,71.38,67.8,,03/08/21
67.16,69.36,69.69,66.67,,03/05/21
64.1,66.74,67.75,63.33,,03/04/21
62.38,64.07,64.7,62.38,,03/03/21
63.12,62.7,64.13,62.38,,03/02/21
64.85,63.69,65.93,63.17,,03/01/21
66.89,64.42,66.9,65.72,,02/26/21
67.2,66.88,67.7,66.48,,02/25/21
65.06,67.04,67.31,64.8,,02/24/21
65.51,65.37,66.79,64.47,,02/23/21
62.68,65.24,65.85,62.55,,02/22/21
63.3,62.91,63.94,62.09,,02/19/21
65.02,63.93,65.52,63.22,,02/18/21
63.15,64.34,64.96,62.73,,02/17/21
63.47,63.35,63.7,62.69,,02/16/21
62.83,63.3,63.76,62.82,,02/15/21
60.82,62.43,62.83,60.35,,02/12/21
61.01,61.14,61.5,60.72,,02/11/21
61.21,61.47,61.69,60.87,,02/10/21
60.8,61.09,61.34,60.05,,02/09/21
59.43,60.56,60.72,59.43,,02/08/21
59.17,59.34,59.79,59.08,,02/05/21
58.59,58.84,59.12,58.04,,02/04/21
57.85,58.46,58.94,57.5,,02/03/21
56.35,57.46,58.05,56.33,,02/02/21
54.91,56.35,56.53,54.6,,02/01/21
55.52,55.04,56.37,55.31,,01/29/21
55.41,55.53,56.59,55.31,,01/28/21
56.05,55.81,56.49,55.2,,01/27/21
55.93,55.91,56.34,55.39,,01/26/21
55.26,55.88,56.02,55.07,,01/25/21
56,55.41,56.03,54.48,,01/22/21
55.82,56.1,56.24,55.49,,01/21/21
56.07,56.08,56.64,55.66,,01/20/21
55.01,55.9,56.08,54.89,,01/19/21
54.75,54.75,55.21,54.49,,01/18/21
56.41,55.1,56.5,54.64,,01/15/21
55.93,56.42,56.57,55.24,,01/14/21
56.83,56.06,57.42,55.77,,01/13/21
55.66,56.58,56.79,55.51,,01/12/21
56.24,55.66,56.39,54.99,,01/11/21
54.56,55.99,56.36,54.34,,01/08/21
54.13,54.38,54.9,53.94,,01/07/21
53.52,54.3,54.73,53.02,,01/06/21
50.95,53.6,53.9,50.7,,01/05/21
51.5,51.09,53.33,50.56,,01/04/21
51.49,51.8,51.84,50.9,,12/31/20
51.32,51.34,51.56,51.04,,12/30/20
51.02,51.09,51.63,50.86,,12/29/20
51.25,50.86,52.02,50.53,,12/28/20
51.11,51.29,51.77,50.62,,12/24/20
49.7,51.2,51.59,49.2,,12/23/20
50.65,50.08,50.86,49.56,,12/22/20
52.22,50.91,52.32,49.2,,12/21/20
51.43,52.26,52.48,51.13,,12/18/20
51.12,51.5,51.9,51.08,,12/17/20
50.64,51.08,51.2,50.34,,12/16/20
50.3,50.76,50.89,49.78,,12/15/20
50.05,50.29,50.8,49.13,,12/14/20
50.45,49.97,50.74,49.74,,12/11/20
49,50.25,51.06,48.86,,12/10/20
48.84,48.86,49.55,48.4,,12/09/20
48.58,48.84,49,48.09,,12/08/20
49.23,48.79,49.43,48.4,,12/07/20
48.96,49.25,49.92,48.84,,12/04/20
48,48.71,48.94,47.67,,12/03/20
47.05,48.25,48.76,46.82,,12/02/20
47.79,47.42,48.3,46.88,,12/01/20
47.91,47.59,47.99,46.85,,11/30/20
47.81,48.18,48.44,47.34,,11/27/20
48.76,47.8,49.09,47.53,,11/26/20
47.8,48.61,49.06,47.72,,11/25/20
45.9,47.86,48.03,45.89,,11/24/20
45.08,46.06,46.12,44.89,,11/23/20
44.15,44.96,45.24,44.05,,11/20/20
43.96,44.2,44.57,43.79,,11/19/20
43.75,44.34,44.89,43.48,,11/18/20
43.89,43.75,44.25,43.08,,11/17/20
42.71,43.82,44.67,42.71,,11/16/20
43.2,42.78,43.34,42.63,,11/13/20
43.73,43.53,44.5,43.26,,11/12/20
43.77,43.8,45.3,43.6,,11/11/20
41.75,43.61,44.11,41.71,,11/10/20
39.65,42.4,43.48,39.46,,11/09/20
40.63,39.45,40.69,39.34,,11/06/20
40.96,40.93,41.53,40.33,,11/05/20
40.13,41.23,41.33,39.42,,11/04/20
39.26,39.71,40.45,38.65,,11/03/20
37.37,38.97,39.36,35.74,,11/02/20
37.5,37.94,38.1,36.8,,10/30/20
39.16,37.65,39.45,36.64,,10/29/20
40.61,39.12,40.7,38.75,,10/28/20
40.5,41.2,41.47,40.4,,10/27/20
41.53,40.46,41.63,40.22,,10/26/20
42.4,41.77,42.8,41.5,,10/23/20
41.59,42.46,42.79,41.46,,10/22/20
42.91,41.73,43.04,41.45,,10/21/20
42.45,43.16,43.3,42.19,,10/20/20
42.69,42.62,43.23,42.36,,10/19/20
43.1,42.93,43.21,42.27,,10/16/20
43.45,43.16,43.48,41.56,,10/15/20
42.43,43.32,43.45,42.13,,10/14/20
41.81,42.45,42.68,41.66,,10/13/20
42.6,41.72,42.71,41.36,,10/12/20
43.36,42.85,43.57,42.61,,10/09/20
42.15,43.34,43.47,41.86,,10/08/20
41.85,41.99,42.42,41.36,,10/07/20
41.41,42.65,42.84,41.22,,10/06/20
39.19,41.29,41.78,39.14,,10/05/20
40.65,39.27,40.77,38.79,,10/02/20
42.17,40.93,42.56,39.92,,10/01/20
40.66,40.95,40.98,40.3,,09/30/20
42.47,41.03,42.52,40.43,,09/29/20
41.87,42.43,42.62,41.48,,09/28/20
41.85,41.92,42.33,41.52,,09/25/20
41.36,41.94,42.02,41.27,,09/24/20
41.67,41.77,42.62,41.21,,09/23/20
41.79,41.72,42.2,41.21,,09/22/20
43.01,41.44,43.3,40.96,,09/21/20
43.22,43.15,43.8,42.53,,09/18/20
42.32,43.3,43.5,41.5,,09/17/20
40.72,42.22,42.44,40.59,,09/16/20
39.7,40.53,40.82,39.39,,09/15/20
39.78,39.61,40.09,39.3,,09/14/20
39.96,39.83,40.34,39.38,,09/11/20
40.58,40.06,40.96,39.71,,09/10/20
39.65,40.79,41.2,39.37,,09/09/20
42.08,39.78,42.23,39.31,,09/08/20
42.2,42.01,42.43,41.51,,09/07/20
43.76,42.66,44.54,42.3,,09/04/20
44.65,44.07,44.65,43.15,,09/03/20
45.83,44.43,46.05,44.2,,09/02/20
45.6,45.58,46.22,45.47,,09/01/20
45.8,45.28,46.53,45.21,,08/31/20
45.1,45.81,45.3,44.8,,08/28/20
45.7,45.09,45.87,44.56,,08/27/20
45.97,45.64,46.1,45.54,,08/26/20
45.12,45.86,46.07,45.08,,08/25/20
44.5,45.13,45.18,44.29,,08/24/20
45.03,44.35,45.08,43.59,,08/21/20
45.14,44.9,45.18,44.02,,08/20/20
45.17,45.37,45.48,44.81,,08/19/20
45.27,45.46,45.55,44.76,,08/18/20
44.86,45.37,45.41,44.53,,08/17/20
45.29,44.8,45.29,44.47,,08/14/20
45.32,44.96,45.58,44.82,,08/13/20
44.62,45.43,45.63,44.49,,08/12/20
45.05,44.5,45.79,44.39,,08/11/20
44.66,44.99,45.26,44.37,,08/10/20
45.15,44.4,45.3,44.27,,08/07/20
45.32,45.09,45.71,44.85,,08/06/20
44.28,45.17,46.23,44.24,,08/05/20
43.84,44.43,44.82,43.24,,08/04/20
43.53,44.15,44.46,42.89,,08/03/20
43.29,43.52,43.44,43.05,,07/31/20
43.73,42.94,43.8,41.38,,07/30/20
43.31,43.75,43.95,43.2,,07/29/20
43.55,43.22,43.84,43,,07/28/20
43.35,43.41,43.77,42.39,,07/27/20
43.27,43.34,43.9,42.79,,07/24/20
44.1,43.31,44.77,43.13,,07/23/20
44.03,44.29,44.4,43.62,,07/22/20
43.17,44.32,44.89,43.16,,07/21/20
43.08,43.28,43.45,42.36,,07/20/20
43.4,43.14,43.45,42.64,,07/17/20
43.71,43.37,43.8,43.14,,07/16/20
43.07,43.79,43.85,42.7,,07/15/20
42.24,42.9,43.22,41.8,,07/14/20
43.12,42.72,43.34,42.14,,07/13/20
42.36,43.24,43.42,41.32,,07/10/20
43.3,42.35,43.5,41.94,,07/09/20
42.81,43.29,43.47,42.75,,07/08/20
43.13,43.08,43.45,42.46,,07/07/20
42.79,43.1,43.71,42.74,,07/06/20
42.76,42.8,42.99,42.32,,07/03/20
41.84,43.14,43.23,41.73,,07/02/20
41.58,42.03,42.62,41.03,,07/01/20
41.33,41.15,41.62,40.9,,06/30/20
40.56,41.71,41.95,40.04,,06/29/20
41.44,41.02,41.81,40.29,,06/26/20
40.35,41.05,41.64,39.47,,06/25/20
42.45,40.31,42.89,39.63,,06/24/20
43.21,42.63,43.93,42.21,,06/23/20
41.74,43.08,43.18,41.58,,06/22/20
41.72,42.19,42.92,41.03,,06/19/20
40.43,41.51,41.64,40.06,,06/18/20
40.61,40.71,41.46,40.03,,06/17/20
39.94,40.96,41.65,38.95,,06/16/20
38.8,39.72,39.9,37.24,,06/15/20
37.88,38.73,39.45,37.01,,06/12/20
40.95,38.55,41.01,37.82,,06/11/20
40.72,41.73,41.99,40.14,,06/10/20
41.1,41.18,41.45,39.85,,06/09/20
42.4,40.8,43.41,40.68,,06/08/20
39.84,42.3,42.48,39.72,,06/05/20
39.6,39.99,40.1,39.04,,06/04/20
39.75,39.79,40.53,38.76,,06/03/20
38.34,39.57,39.75,38.26,,06/02/20
37.56,38.32,38.68,37.18,,06/01/20
35.15,37.84,35.37,34.06,,05/29/20
33.92,35.29,35.95,33.62,,05/28/20
35.93,34.74,36.16,33.98,,05/27/20
35.66,36.17,36.68,35.26,,05/26/20
34.98,35.53,35.97,34.46,,05/25/20
36.18,35.13,36.23,33.54,,05/22/20
35.82,36.06,36.98,35.75,,05/21/20
34.45,35.75,36.46,34.38,,05/20/20
35.66,34.65,35.76,34.2,,05/19/20
32.78,34.81,35.72,32.69,,05/18/20
31.52,32.5,32.91,30.94,,05/15/20
29.52,31.13,31.55,28.88,,05/14/20
29.35,29.19,30.55,28.86,,05/13/20
30.07,29.98,30.7,29.35,,05/12/20
